TYPE,AUTO_START,AUTO_END,size_class,size_class_B,Genome_fraction,AUTO_LEN,INDV,PropCovered,CHROM,ToKeep
A,19940123,20067364,100kb_1gb,100kb_1gb,6.99837E-05,127242,U14,,chrHiC_scaffold_11,
A,33984838,34112165,100kb_1gb,100kb_1gb,7.0031E-05,127328,U04,,chrHiC_scaffold_8,
A,5877118,6004460,100kb_1gb,100kb_1gb,7.00392E-05,127343,U01,,chrHiC_scaffold_2,
A,97654937,97782286,100kb_1gb,100kb_1gb,7.00431E-05,127350,DNAzoo,,chrHiC_scaffold_24,
A,41299169,41426595,100kb_1gb,100kb_1gb,7.00854E-05,127427,U08,,chrHiC_scaffold_13,
A,67135737,67263327,100kb_1gb,100kb_1gb,7.01756E-05,127591,AF_08,,chrHiC_scaffold_22_E1,
A,1117220,1244849,100kb_1gb,100kb_1gb,7.01971E-05,127630,DNAzoo,,chrHiC_scaffold_2,
A,1077298,1204928,100kb_1gb,100kb_1gb,7.01976E-05,127631,U09,,chrHiC_scaffold_11,
A,38199850,38327494,100kb_1gb,100kb_1gb,7.02053E-05,127645,U09,,chrHiC_scaffold_5,
A,10524386,10652068,100kb_1gb,100kb_1gb,7.02262E-05,127683,U08,,chrHiC_scaffold_5,
A,46654215,46781978,100kb_1gb,100kb_1gb,7.02708E-05,127764,U06,,chrHiC_scaffold_7,
A,15842222,15970013,100kb_1gb,100kb_1gb,7.02862E-05,127792,U01,,chrHiC_scaffold_7,
A,98498279,98626100,100kb_1gb,100kb_1gb,7.03027E-05,127822,DNAzoo,,chrHiC_scaffold_13,
A,63567791,63695613,100kb_1gb,100kb_1gb,7.03032E-05,127823,AF_08,,chrHiC_scaffold_1,
A,30628310,30756139,100kb_1gb,100kb_1gb,7.03071E-05,127830,India_NCBS,,chrHiC_scaffold_23,
A,5962888,6090730,100kb_1gb,100kb_1gb,7.03142E-05,127843,U08,,chrHiC_scaffold_20,
A,88290272,88418170,100kb_1gb,100kb_1gb,7.0345E-05,127899,U14,,chrHiC_scaffold_4,
A,71788276,71916200,100kb_1gb,100kb_1gb,7.03593E-05,127925,Leo,,chrHiC_scaffold_7,
A,118100014,118227953,100kb_1gb,100kb_1gb,7.03676E-05,127940,U04,,chrHiC_scaffold_24,
A,52941370,53069384,100kb_1gb,100kb_1gb,7.04088E-05,128015,DNAzoo,,chrHiC_scaffold_13,
A,23000128,23128150,100kb_1gb,100kb_1gb,7.04132E-05,128023,India_NCBS,,chrHiC_scaffold_16,
A,46675374,46803421,100kb_1gb,100kb_1gb,7.0427E-05,128048,U01,,chrHiC_scaffold_16,
A,78212159,78340253,100kb_1gb,100kb_1gb,7.04528E-05,128095,Leo,,chrHiC_scaffold_15,
A,87679245,87807354,100kb_1gb,100kb_1gb,7.04611E-05,128110,U07,,chrHiC_scaffold_22_F1,
A,55640875,55769007,100kb_1gb,100kb_1gb,7.04737E-05,128133,U07,,chrHiC_scaffold_16,
A,71787355,71915500,100kb_1gb,100kb_1gb,7.04809E-05,128146,U09,,chrHiC_scaffold_11,
A,3691124,3819312,100kb_1gb,100kb_1gb,7.05045E-05,128189,Mong_SRR836372,,chrHiC_scaffold_2,
A,9909831,10038023,100kb_1gb,100kb_1gb,7.05067E-05,128193,U01,,chrHiC_scaffold_8,
A,78213588,78341802,100kb_1gb,100kb_1gb,7.05188E-05,128215,Mong_SRR836372,,chrHiC_scaffold_16,
A,134664184,134792417,100kb_1gb,100kb_1gb,7.05293E-05,128234,Leo,,chrHiC_scaffold_17,
A,8361838,8490171,100kb_1gb,100kb_1gb,7.05843E-05,128334,U08,,chrHiC_scaffold_5,
A,134340054,134468430,100kb_1gb,100kb_1gb,7.06079E-05,128377,U01,,chrHiC_scaffold_5,
A,69104241,69232619,100kb_1gb,100kb_1gb,7.0609E-05,128379,AF_08,,chrHiC_scaffold_10,
A,55408775,55537218,100kb_1gb,100kb_1gb,7.06448E-05,128444,Bronx_Zoo,,chrHiC_scaffold_4,
A,36982839,37111290,100kb_1gb,100kb_1gb,7.06492E-05,128452,Bronx_Zoo,,chrHiC_scaffold_24,
A,77462316,77590873,100kb_1gb,100kb_1gb,7.07075E-05,128558,U04,,chrHiC_scaffold_21,
A,74335819,74464386,100kb_1gb,100kb_1gb,7.0713E-05,128568,India_NCBS,,chrHiC_scaffold_13,
A,70226256,70354848,100kb_1gb,100kb_1gb,7.07267E-05,128593,AF_08,,chrHiC_scaffold_15,
A,92996415,93125009,100kb_1gb,100kb_1gb,7.07278E-05,128595,U06,,chrHiC_scaffold_1,
A,74406850,74535445,100kb_1gb,100kb_1gb,7.07284E-05,128596,U04,,chrHiC_scaffold_21,
A,101699863,101828478,100kb_1gb,100kb_1gb,7.07394E-05,128616,U08,,chrHiC_scaffold_18,
A,19192274,19320928,100kb_1gb,100kb_1gb,7.07608E-05,128655,U09,,chrHiC_scaffold_18,
A,12121686,12250367,100kb_1gb,100kb_1gb,7.07757E-05,128682,U04,,chrHiC_scaffold_24,
A,32715330,32844017,100kb_1gb,100kb_1gb,7.0779E-05,128688,U08,,chrHiC_scaffold_19,
A,30964275,31092988,100kb_1gb,100kb_1gb,7.07933E-05,128714,Bronx_Zoo,,chrHiC_scaffold_21,
A,4323468,4452183,100kb_1gb,100kb_1gb,7.07944E-05,128716,U08,,chrHiC_scaffold_18,
A,9869244,9997997,100kb_1gb,100kb_1gb,7.08153E-05,128754,AF_08,,chrHiC_scaffold_13,
A,19461968,19590731,100kb_1gb,100kb_1gb,7.08208E-05,128764,U09,,chrHiC_scaffold_11,
A,60641667,60770500,100kb_1gb,100kb_1gb,7.08593E-05,128834,U05,,chrHiC_scaffold_22_E1,
A,162640046,162768921,100kb_1gb,100kb_1gb,7.08824E-05,128876,AF_08,,chrHiC_scaffold_5,
A,30891671,31020666,100kb_1gb,100kb_1gb,7.09484E-05,128996,India_NCBS,,chrHiC_scaffold_1,
A,73141562,73270596,100kb_1gb,100kb_1gb,7.09698E-05,129035,U08,,chrHiC_scaffold_22_F1,
A,48969103,49098186,100kb_1gb,100kb_1gb,7.09968E-05,129084,Mong_SRR836372,,chrHiC_scaffold_15,
A,111276894,111406032,100kb_1gb,100kb_1gb,7.1027E-05,129139,U07,,chrHiC_scaffold_15,
A,36715374,36844549,100kb_1gb,100kb_1gb,7.10474E-05,129176,AF_08,,chrHiC_scaffold_5,
A,73281340,73410556,100kb_1gb,100kb_1gb,7.10699E-05,129217,U09,,chrHiC_scaffold_22_F1,
A,45080807,45210084,100kb_1gb,100kb_1gb,7.11035E-05,129278,Mong_SRR836372,,chrHiC_scaffold_5,
A,60547995,60677274,100kb_1gb,100kb_1gb,7.11046E-05,129280,U07,,chrHiC_scaffold_13,
A,51181585,51310931,100kb_1gb,100kb_1gb,7.11414E-05,129347,U03,,chrHiC_scaffold_1,
A,92733476,92862848,100kb_1gb,100kb_1gb,7.11557E-05,129373,U08,,chrHiC_scaffold_13,
A,68269919,68399299,100kb_1gb,100kb_1gb,7.11601E-05,129381,U05,,chrHiC_scaffold_21,
A,37154474,37283859,100kb_1gb,100kb_1gb,7.11629E-05,129386,AF_08,,chrHiC_scaffold_4,
A,42050320,42179716,100kb_1gb,100kb_1gb,7.11689E-05,129397,U09,,chrHiC_scaffold_4,
A,28380400,28509800,100kb_1gb,100kb_1gb,7.11711E-05,129401,India_NCBS,,chrHiC_scaffold_23,
A,147045218,147174633,100kb_1gb,100kb_1gb,7.11794E-05,129416,U04,,chrHiC_scaffold_15,
A,147045218,147174633,100kb_1gb,100kb_1gb,7.11794E-05,129416,U07,,chrHiC_scaffold_15,
A,16753800,16883230,100kb_1gb,100kb_1gb,7.11876E-05,129431,DNAzoo,,chrHiC_scaffold_12,
A,69080481,69209918,100kb_1gb,100kb_1gb,7.11915E-05,129438,U01,,chrHiC_scaffold_16,
A,91175641,91305080,100kb_1gb,100kb_1gb,7.11926E-05,129440,Leo,,chrHiC_scaffold_4,
A,76890345,77019858,100kb_1gb,100kb_1gb,7.12333E-05,129514,U14,,chrHiC_scaffold_16,
A,82544831,82674359,100kb_1gb,100kb_1gb,7.12415E-05,129529,India_NCBS,,chrHiC_scaffold_15,
A,148424038,148553628,100kb_1gb,100kb_1gb,7.12756E-05,129591,U01,,chrHiC_scaffold_17,
A,13635359,13764962,100kb_1gb,100kb_1gb,7.12828E-05,129604,U04,,chrHiC_scaffold_16,
A,11140059,11269727,100kb_1gb,100kb_1gb,7.13185E-05,129669,U08,,chrHiC_scaffold_15,
A,25440458,25570126,100kb_1gb,100kb_1gb,7.13185E-05,129669,U14,,chrHiC_scaffold_12,
A,4809080,4938789,100kb_1gb,100kb_1gb,7.13411E-05,129710,U01,,chrHiC_scaffold_19,
A,2922627,3052346,100kb_1gb,100kb_1gb,7.13466E-05,129720,DNAzoo,,chrHiC_scaffold_9,
A,17698973,17828699,100kb_1gb,100kb_1gb,7.13504E-05,129727,DNAzoo,,chrHiC_scaffold_25,
A,30076092,30205847,100kb_1gb,100kb_1gb,7.13664E-05,129756,Bronx_Zoo,,chrHiC_scaffold_5,
A,176104,305864,100kb_1gb,100kb_1gb,7.13691E-05,129761,U04,,chrHiC_scaffold_3,
A,33012660,33142475,100kb_1gb,100kb_1gb,7.13994E-05,129816,AF_08,,chrHiC_scaffold_17,
A,19880960,20010797,100kb_1gb,100kb_1gb,7.14115E-05,129838,U01,,chrHiC_scaffold_23,
A,52000577,52130485,100kb_1gb,100kb_1gb,7.14505E-05,129909,U07,,chrHiC_scaffold_24,
A,160103301,160233256,100kb_1gb,100kb_1gb,7.14764E-05,129956,U01,,chrHiC_scaffold_5,
A,61330492,61460450,100kb_1gb,100kb_1gb,7.1478E-05,129959,U14,,chrHiC_scaffold_22_E1,
A,56249695,56379656,100kb_1gb,100kb_1gb,7.14797E-05,129962,U04,,chrHiC_scaffold_8,
A,70017705,70147725,100kb_1gb,100kb_1gb,7.15121E-05,130021,AF_08,,chrHiC_scaffold_21,
A,17923543,18053592,100kb_1gb,100kb_1gb,7.15281E-05,130050,U04,,chrHiC_scaffold_8,
A,83630998,83761164,100kb_1gb,100kb_1gb,7.15924E-05,130167,U04,,chrHiC_scaffold_8,
A,55815535,55945997,100kb_1gb,100kb_1gb,7.17552E-05,130463,Leo,,chrHiC_scaffold_18,
A,136977705,137108206,100kb_1gb,100kb_1gb,7.17767E-05,130502,U09,,chrHiC_scaffold_14,
A,27121186,27251758,100kb_1gb,100kb_1gb,7.18157E-05,130573,U06,,chrHiC_scaffold_19,
A,43615364,43745962,100kb_1gb,100kb_1gb,7.183E-05,130599,AF_08,,chrHiC_scaffold_24,
A,169607867,169738465,100kb_1gb,100kb_1gb,7.183E-05,130599,DNAzoo,,chrHiC_scaffold_18,
A,73090054,73220692,100kb_1gb,100kb_1gb,7.1852E-05,130639,Bronx_Zoo,,chrHiC_scaffold_3,
A,54024608,54155251,100kb_1gb,100kb_1gb,7.18548E-05,130644,India_NCBS,,chrHiC_scaffold_4,
A,89503829,89634487,100kb_1gb,100kb_1gb,7.1863E-05,130659,U01,,chrHiC_scaffold_24,
A,129812975,129943649,100kb_1gb,100kb_1gb,7.18718E-05,130675,U01,,chrHiC_scaffold_1,
A,60547330,60678023,100kb_1gb,100kb_1gb,7.18823E-05,130694,U14,,chrHiC_scaffold_13,
A,38404258,38535000,100kb_1gb,100kb_1gb,7.19092E-05,130743,Leo,,chrHiC_scaffold_10,
A,119675033,119805783,100kb_1gb,100kb_1gb,7.19136E-05,130751,U08,,chrHiC_scaffold_5,
A,11355704,11486488,100kb_1gb,100kb_1gb,7.19323E-05,130785,U01,,chrHiC_scaffold_4,
A,86011318,86142106,100kb_1gb,100kb_1gb,7.19345E-05,130789,U09,,chrHiC_scaffold_11,
A,79895484,80026464,100kb_1gb,100kb_1gb,7.20401E-05,130981,U04,,chrHiC_scaffold_8,
A,99317913,99449020,100kb_1gb,100kb_1gb,7.211E-05,131108,U14,,chrHiC_scaffold_4,
A,77073255,77204412,100kb_1gb,100kb_1gb,7.21375E-05,131158,U06,,chrHiC_scaffold_7,
A,112864389,112995557,100kb_1gb,100kb_1gb,7.21435E-05,131169,Bronx_Zoo,,chrHiC_scaffold_5,
A,121809623,121940800,100kb_1gb,100kb_1gb,7.21485E-05,131178,Bronx_Zoo,,chrHiC_scaffold_1,
A,86324719,86455912,100kb_1gb,100kb_1gb,7.21573E-05,131194,AF_08,,chrHiC_scaffold_11,
A,16568147,16699402,100kb_1gb,100kb_1gb,7.21914E-05,131256,Mong_SRR836372,,chrHiC_scaffold_20,
A,34763829,34895193,100kb_1gb,100kb_1gb,7.22513E-05,131365,U07,,chrHiC_scaffold_12,
A,17416318,17547755,100kb_1gb,100kb_1gb,7.22915E-05,131438,U08,,chrHiC_scaffold_7,
A,151005561,151137004,100kb_1gb,100kb_1gb,7.22948E-05,131444,U08,,chrHiC_scaffold_5,
A,112623606,112755102,100kb_1gb,100kb_1gb,7.23239E-05,131497,U03,,chrHiC_scaffold_24,
A,29527691,29659207,100kb_1gb,100kb_1gb,7.23349E-05,131517,U07,,chrHiC_scaffold_17,
A,64976677,65108195,100kb_1gb,100kb_1gb,7.2336E-05,131519,U01,,chrHiC_scaffold_15,
A,66092472,66224107,100kb_1gb,100kb_1gb,7.24004E-05,131636,U01,,chrHiC_scaffold_24,
A,100481098,100612738,100kb_1gb,100kb_1gb,7.24031E-05,131641,Mong_SRR836372,,chrHiC_scaffold_15,
A,15267421,15399122,100kb_1gb,100kb_1gb,7.24367E-05,131702,U03,,chrHiC_scaffold_24,
A,22835449,22967254,100kb_1gb,100kb_1gb,7.24939E-05,131806,Bronx_Zoo,,chrHiC_scaffold_16,
A,40142919,40274739,100kb_1gb,100kb_1gb,7.25021E-05,131821,Bronx_Zoo,,chrHiC_scaffold_1,
A,97847672,97979543,100kb_1gb,100kb_1gb,7.25302E-05,131872,DNAzoo,,chrHiC_scaffold_18,
A,78188084,78319977,100kb_1gb,100kb_1gb,7.25423E-05,131894,U09,,chrHiC_scaffold_13,
A,1444938,1576918,100kb_1gb,100kb_1gb,7.25901E-05,131981,U08,,chrHiC_scaffold_9,
A,95332228,95464210,100kb_1gb,100kb_1gb,7.25912E-05,131983,U14,,chrHiC_scaffold_17,
A,78437684,78569717,100kb_1gb,100kb_1gb,7.26193E-05,132034,Mong_SRR836372,,chrHiC_scaffold_10,
A,78181411,78313449,100kb_1gb,100kb_1gb,7.2622E-05,132039,AF_08,,chrHiC_scaffold_13,
A,56962488,57094558,100kb_1gb,100kb_1gb,7.26396E-05,132071,U05,,chrHiC_scaffold_18,
A,53429770,53561850,100kb_1gb,100kb_1gb,7.26451E-05,132081,Bronx_Zoo,,chrHiC_scaffold_10,
A,25989889,26121985,100kb_1gb,100kb_1gb,7.26539E-05,132097,U08,,chrHiC_scaffold_13,
A,60694575,60826671,100kb_1gb,100kb_1gb,7.26539E-05,132097,AF_08,,chrHiC_scaffold_24,
A,145564098,145696215,100kb_1gb,100kb_1gb,7.26655E-05,132118,U03,,chrHiC_scaffold_17,
A,22368166,22500362,100kb_1gb,100kb_1gb,7.27089E-05,132197,U01,,chrHiC_scaffold_20,
A,2853041,2985296,100kb_1gb,100kb_1gb,7.27414E-05,132256,India_NCBS,,chrHiC_scaffold_1,
A,101211427,101343693,100kb_1gb,100kb_1gb,7.27474E-05,132267,Bronx_Zoo,,chrHiC_scaffold_17,
A,65556800,65689138,100kb_1gb,100kb_1gb,7.2787E-05,132339,AF_08,,chrHiC_scaffold_8,
A,1856205,1988602,100kb_1gb,100kb_1gb,7.28195E-05,132398,U04,,chrHiC_scaffold_18,
A,59409624,59542050,100kb_1gb,100kb_1gb,7.28354E-05,132427,U06,,chrHiC_scaffold_3,
A,2927592,3060026,100kb_1gb,100kb_1gb,7.28398E-05,132435,U03,,chrHiC_scaffold_11,
A,65195935,65328373,100kb_1gb,100kb_1gb,7.2842E-05,132439,Leo,,chrHiC_scaffold_16,
A,56184982,56317433,100kb_1gb,100kb_1gb,7.28492E-05,132452,U09,,chrHiC_scaffold_5,
A,74866090,74998557,100kb_1gb,100kb_1gb,7.2858E-05,132468,U04,,chrHiC_scaffold_10,
A,110293291,110425759,100kb_1gb,100kb_1gb,7.28585E-05,132469,U06,,chrHiC_scaffold_1,
A,7718265,7850788,100kb_1gb,100kb_1gb,7.28888E-05,132524,U07,,chrHiC_scaffold_20,
A,29936401,30068990,100kb_1gb,100kb_1gb,7.29251E-05,132590,AF_08,,chrHiC_scaffold_19,
A,55627638,55760340,100kb_1gb,100kb_1gb,7.29872E-05,132703,U06,,chrHiC_scaffold_16,
A,71304668,71437375,100kb_1gb,100kb_1gb,7.299E-05,132708,U01,,chrHiC_scaffold_17,
A,4504322,4637043,100kb_1gb,100kb_1gb,7.29977E-05,132722,Leo,,chrHiC_scaffold_8,
A,76237190,76369967,100kb_1gb,100kb_1gb,7.30285E-05,132778,U05,,chrHiC_scaffold_14,
A,9719923,9852848,100kb_1gb,100kb_1gb,7.31099E-05,132926,Mong_SRR836372,,chrHiC_scaffold_16,
A,14048711,14181707,100kb_1gb,100kb_1gb,7.3149E-05,132997,Bronx_Zoo,,chrHiC_scaffold_5,
A,54674040,54807051,100kb_1gb,100kb_1gb,7.31572E-05,133012,U01,,chrHiC_scaffold_10,
A,49059461,49192476,100kb_1gb,100kb_1gb,7.31594E-05,133016,U06,,chrHiC_scaffold_10,
A,91836396,91969414,100kb_1gb,100kb_1gb,7.31611E-05,133019,U08,,chrHiC_scaffold_15,
A,123764898,123897922,100kb_1gb,100kb_1gb,7.31644E-05,133025,Leo,,chrHiC_scaffold_17,
A,99325505,99458650,100kb_1gb,100kb_1gb,7.32309E-05,133146,U07,,chrHiC_scaffold_24,
A,73646264,73779492,100kb_1gb,100kb_1gb,7.32766E-05,133229,AF_08,,chrHiC_scaffold_14,
A,41093768,41227065,100kb_1gb,100kb_1gb,7.33145E-05,133298,Bronx_Zoo,,chrHiC_scaffold_4,
A,35299629,35432994,100kb_1gb,100kb_1gb,7.33519E-05,133366,Bronx_Zoo,,chrHiC_scaffold_8,
A,122875964,123009341,100kb_1gb,100kb_1gb,7.33585E-05,133378,U07,,chrHiC_scaffold_14,
A,43040209,43173586,100kb_1gb,100kb_1gb,7.33585E-05,133378,Mong_SRR836372,,chrHiC_scaffold_22_E1,
A,51882510,52015946,100kb_1gb,100kb_1gb,7.3391E-05,133437,DNAzoo,,chrHiC_scaffold_10,
A,136039643,136173082,100kb_1gb,100kb_1gb,7.33926E-05,133440,U14,,chrHiC_scaffold_1,
A,9096861,9230305,100kb_1gb,100kb_1gb,7.33954E-05,133445,Bronx_Zoo,,chrHiC_scaffold_23,
A,6499567,6633012,100kb_1gb,100kb_1gb,7.33959E-05,133446,Bronx_Zoo,,chrHiC_scaffold_7,
A,17338716,17472162,100kb_1gb,100kb_1gb,7.33965E-05,133447,U04,,chrHiC_scaffold_11,
A,23793198,23926700,100kb_1gb,100kb_1gb,7.34273E-05,133503,U01,,chrHiC_scaffold_20,
A,7820843,7954346,100kb_1gb,100kb_1gb,7.34278E-05,133504,DNAzoo,,chrHiC_scaffold_10,
A,13223150,13356671,100kb_1gb,100kb_1gb,7.34377E-05,133522,U05,,chrHiC_scaffold_20,
A,97456484,97590047,100kb_1gb,100kb_1gb,7.34608E-05,133564,U05,,chrHiC_scaffold_1,
A,33600406,33734018,100kb_1gb,100kb_1gb,7.34878E-05,133613,U09,,chrHiC_scaffold_23,
A,41667698,41801346,100kb_1gb,100kb_1gb,7.35076E-05,133649,AF_08,,chrHiC_scaffold_1,
A,7108515,7242218,100kb_1gb,100kb_1gb,7.35378E-05,133704,U01,,chrHiC_scaffold_15,
A,61322223,61455966,100kb_1gb,100kb_1gb,7.35598E-05,133744,Bronx_Zoo,,chrHiC_scaffold_7,
A,103518736,103652511,100kb_1gb,100kb_1gb,7.35774E-05,133776,Bronx_Zoo,,chrHiC_scaffold_24,
A,54120738,54254620,100kb_1gb,100kb_1gb,7.36363E-05,133883,AF_08,,chrHiC_scaffold_5,
A,76887959,77021858,100kb_1gb,100kb_1gb,7.36456E-05,133900,U05,,chrHiC_scaffold_7,
A,4138401,4272350,100kb_1gb,100kb_1gb,7.36731E-05,133950,U04,,chrHiC_scaffold_25,
A,9210907,9344953,100kb_1gb,100kb_1gb,7.37265E-05,134047,DNAzoo,,chrHiC_scaffold_1,
A,86524695,86658780,100kb_1gb,100kb_1gb,7.37479E-05,134086,Bronx_Zoo,,chrHiC_scaffold_13,
A,122444022,122578134,100kb_1gb,100kb_1gb,7.37628E-05,134113,U07,,chrHiC_scaffold_14,
A,8952741,9086953,100kb_1gb,100kb_1gb,7.38178E-05,134213,Leo,,chrHiC_scaffold_18,
A,86211697,86345951,100kb_1gb,100kb_1gb,7.38409E-05,134255,U03,,chrHiC_scaffold_24,
A,71101158,71235425,100kb_1gb,100kb_1gb,7.3848E-05,134268,Bronx_Zoo,,chrHiC_scaffold_22_F1,
A,29425797,29560109,100kb_1gb,100kb_1gb,7.38728E-05,134313,U08,,chrHiC_scaffold_7,
A,19169344,19303663,100kb_1gb,100kb_1gb,7.38766E-05,134320,U04,,chrHiC_scaffold_12,
A,68866862,69001258,100kb_1gb,100kb_1gb,7.3919E-05,134397,U05,,chrHiC_scaffold_14,
A,71923644,72058050,100kb_1gb,100kb_1gb,7.39245E-05,134407,U04,,chrHiC_scaffold_24,
A,56517397,56651861,100kb_1gb,100kb_1gb,7.39564E-05,134465,DNAzoo,,chrHiC_scaffold_13,
A,153514849,153649346,100kb_1gb,100kb_1gb,7.39745E-05,134498,AF_08,,chrHiC_scaffold_5,
A,76022062,76156594,100kb_1gb,100kb_1gb,7.39938E-05,134533,AF_08,,chrHiC_scaffold_8,
A,91735023,91869714,100kb_1gb,100kb_1gb,7.40812E-05,134692,U14,,chrHiC_scaffold_13,
A,61499727,61634450,100kb_1gb,100kb_1gb,7.40988E-05,134724,AF_08,,chrHiC_scaffold_24,
A,195776783,195911624,100kb_1gb,100kb_1gb,7.41637E-05,134842,AF_08,,chrHiC_scaffold_18,
A,64402709,64537552,100kb_1gb,100kb_1gb,7.41648E-05,134844,U06,,chrHiC_scaffold_18,
A,13901563,14036423,100kb_1gb,100kb_1gb,7.41742E-05,134861,U07,,chrHiC_scaffold_20,
A,84259574,84394521,100kb_1gb,100kb_1gb,7.4222E-05,134948,India_NCBS,,chrHiC_scaffold_8,
A,19853749,19988702,100kb_1gb,100kb_1gb,7.42253E-05,134954,U14,,chrHiC_scaffold_13,
A,128311013,128446003,100kb_1gb,100kb_1gb,7.42457E-05,134991,U01,,chrHiC_scaffold_14,
A,64050671,64185688,100kb_1gb,100kb_1gb,7.42605E-05,135018,DNAzoo,,chrHiC_scaffold_22_E1,
A,33660263,33795350,100kb_1gb,100kb_1gb,7.4299E-05,135088,U04,,chrHiC_scaffold_22_E1,
A,8236081,8371185,100kb_1gb,100kb_1gb,7.43084E-05,135105,U09,,chrHiC_scaffold_12,
A,155501602,155636931,100kb_1gb,100kb_1gb,7.44321E-05,135330,U01,,chrHiC_scaffold_5,
A,18841214,18976564,100kb_1gb,100kb_1gb,7.44437E-05,135351,U08,,chrHiC_scaffold_12,
A,16355115,16490471,100kb_1gb,100kb_1gb,7.4447E-05,135357,U04,,chrHiC_scaffold_11,
A,27341195,27476573,100kb_1gb,100kb_1gb,7.44591E-05,135379,U03,,chrHiC_scaffold_16,
A,108247696,108383101,100kb_1gb,100kb_1gb,7.44739E-05,135406,U14,,chrHiC_scaffold_24,
A,55573254,55708676,100kb_1gb,100kb_1gb,7.44833E-05,135423,U08,,chrHiC_scaffold_1,
A,21961739,22097235,100kb_1gb,100kb_1gb,7.4524E-05,135497,U07,,chrHiC_scaffold_12,
A,5347667,5483168,100kb_1gb,100kb_1gb,7.45267E-05,135502,AF_08,,chrHiC_scaffold_24,
A,26456588,26592103,100kb_1gb,100kb_1gb,7.45344E-05,135516,U07,,chrHiC_scaffold_5,
A,26456588,26592103,100kb_1gb,100kb_1gb,7.45344E-05,135516,Mong_SRR836372,,chrHiC_scaffold_5,
A,26714363,26849934,100kb_1gb,100kb_1gb,7.45652E-05,135572,India_NCBS,,chrHiC_scaffold_16,
A,99244871,99380463,100kb_1gb,100kb_1gb,7.45768E-05,135593,U04,,chrHiC_scaffold_3,
A,29664687,29800304,100kb_1gb,100kb_1gb,7.45905E-05,135618,Bronx_Zoo,,chrHiC_scaffold_11,
A,37206290,37341908,100kb_1gb,100kb_1gb,7.45911E-05,135619,U09,,chrHiC_scaffold_7,
A,30983067,31118733,100kb_1gb,100kb_1gb,7.46175E-05,135667,Bronx_Zoo,,chrHiC_scaffold_19,
A,2802700,2938433,100kb_1gb,100kb_1gb,7.46543E-05,135734,U06,,chrHiC_scaffold_12,
A,28445202,28580983,100kb_1gb,100kb_1gb,7.46807E-05,135782,AF_08,,chrHiC_scaffold_13,
A,10512981,10648772,100kb_1gb,100kb_1gb,7.46862E-05,135792,U03,,chrHiC_scaffold_24,
A,94994137,95130017,100kb_1gb,100kb_1gb,7.47352E-05,135881,U07,,chrHiC_scaffold_17,
A,76938281,77074165,100kb_1gb,100kb_1gb,7.47374E-05,135885,AF_08,,chrHiC_scaffold_8,
A,195603042,195738950,100kb_1gb,100kb_1gb,7.47506E-05,135909,U01,,chrHiC_scaffold_18,
A,14364395,14500414,100kb_1gb,100kb_1gb,7.48116E-05,136020,Leo,,chrHiC_scaffold_19,
A,112813594,112949649,100kb_1gb,100kb_1gb,7.48314E-05,136056,Bronx_Zoo,,chrHiC_scaffold_17,
A,196502531,196638588,100kb_1gb,100kb_1gb,7.48325E-05,136058,U06,,chrHiC_scaffold_18,
A,26722211,26858287,100kb_1gb,100kb_1gb,7.4843E-05,136077,Leo,,chrHiC_scaffold_1,
A,28843848,28979981,100kb_1gb,100kb_1gb,7.48743E-05,136134,U04,,chrHiC_scaffold_10,
A,30703495,30839647,100kb_1gb,100kb_1gb,7.48848E-05,136153,Leo,,chrHiC_scaffold_11,
A,54403231,54539415,100kb_1gb,100kb_1gb,7.49024E-05,136185,U04,,chrHiC_scaffold_3,
A,104732570,104868941,100kb_1gb,100kb_1gb,7.50052E-05,136372,AF_08,,chrHiC_scaffold_5,
A,19710104,19846477,100kb_1gb,100kb_1gb,7.50063E-05,136374,U08,,chrHiC_scaffold_25,
A,53448131,53584557,100kb_1gb,100kb_1gb,7.50355E-05,136427,DNAzoo,,chrHiC_scaffold_11,
A,82880124,83016581,100kb_1gb,100kb_1gb,7.50525E-05,136458,Mong_SRR836372,,chrHiC_scaffold_15,
A,119193927,119330462,100kb_1gb,100kb_1gb,7.50954E-05,136536,U07,,chrHiC_scaffold_24,
A,91099149,91235704,100kb_1gb,100kb_1gb,7.51064E-05,136556,U01,,chrHiC_scaffold_10,
A,186833168,186969770,100kb_1gb,100kb_1gb,7.51323E-05,136603,U05,,chrHiC_scaffold_18,
A,76756440,76893073,100kb_1gb,100kb_1gb,7.51493E-05,136634,DNAzoo,,chrHiC_scaffold_10,
A,19825410,19962051,100kb_1gb,100kb_1gb,7.51537E-05,136642,DNAzoo,,chrHiC_scaffold_8,
A,133264839,133401533,100kb_1gb,100kb_1gb,7.51829E-05,136695,Bronx_Zoo,,chrHiC_scaffold_14,
A,32474793,32611585,100kb_1gb,100kb_1gb,7.52368E-05,136793,AF_08,,chrHiC_scaffold_16,
A,84644503,84781312,100kb_1gb,100kb_1gb,7.52461E-05,136810,Bronx_Zoo,,chrHiC_scaffold_4,
A,27722278,27859088,100kb_1gb,100kb_1gb,7.52467E-05,136811,AF_08,,chrHiC_scaffold_21,
A,15374227,15511049,100kb_1gb,100kb_1gb,7.52533E-05,136823,U09,,chrHiC_scaffold_12,
A,48419170,48556016,100kb_1gb,100kb_1gb,7.52665E-05,136847,U01,,chrHiC_scaffold_7,
